chapter_id,title,hook_type_guess,hook_tail_quote
CH0150,第150章 邪玉（二）,crisis,，但这些东西武盟很多，现在武盟乱成一团，盟主失联，路兄你完全可以带人去将武盟的势力接收一部分。另外，你杀了无忧府主祭，若是红坊没发现还好，若是被发现……”李顺溪没说下去。“路兄可前往中原，找一个叫青纵谷的地方。” 路胜微微点头，接过纸，上边是张地图。 “这还是武盟的地形图，路兄可按图找到他们隐居的山谷。”李顺溪低声道。
CH0151,第151章 无忧（一）,question,” “你不会告诉我，两个主祭的魂铃都没了吧……”无忧王寒声道。 昭容低头不语。 边上的叶凌墨沉声道：“王爷，现在的当务之急，是先找到是什么人在针对我无忧府。两位主祭失踪，甚至极可能身陨，这样的损失，在近十年来已经是极少了。主祭没了我们可以再招，但耽误了法祭，就问题极大了。” “不错，现在正是关键时期……”昭容也赞同道。
CH0152,第152章 无忧（二）,reversal,胜点头。“我先去看看莹莹和依依。”他起身离席。 “我也去！”路天洋边上的张秀秀忽然起身，赶紧也跟上去。 另外又有好几个小辈都起身，跟着路胜一起离席。 如今的路胜是路家主心骨，自然不少人想要攀附。 而老一辈的人则是纷纷和路全安靠拢，他们的辈分去讨好路胜自然不合适，但和路全安走得近一些也没人会说闲话。儿子总不可能不认老子。
CH0153,第153章 到来（一）,reversal,好家伙，还好老子准备周全！”上青龙落地后骂骂咧咧赶过去，“差点就被这小子逃掉。” 杨云度跌落地上，脸色颓然，被困在大网里动弹不得，委顿在地。 上青龙走过去忍不住踹了他一脚。“这网是用过了油的千丝绳编成，连海鲨都能直接网出来，还怕你挣脱？？带走！” 一群人在杨家人不知道如何反应的情况下，将杨云度层层捆绑，押着朝路家去了。
CH0154,第154章 到来（二）,reward,转。 这不是内气，也不是实物，而是纯粹的无数道震动，头发丝大小的震动。 这样的震动疯狂的提升和调节着路胜的肉身。 如果是普通的武者，要想达到这种程度，需要把这些武学一门门的全部推演突破极限，之后还要融合在一起，同一时间晋级，对肉身产生冲击，才能达到这般效果。 而没有修改器，就算是路胜自己，也至少需要上百年才有可能实现。
CH0155,第155章 阴极（一）,reversal,系里推演出来的新境界，很快便看出了阴鹤网是个什么东西。 这是一张纯粹用阴性内气凝聚的经脉网络，之前的强化抗毒，高速自愈，渡气，同化，还有最关键的镇压阴阳等等特效，都凝固到了这个特效里。 “这完全是避开了原来的拥挤公路，自己建立交桥啊！” 搞懂这东西的功能后，路胜满脸惊叹。 这修改器居然把立交桥的创意，用在了内气运转上。
CH0156,第156章 阴极（二）,reversal,根本看不出她是女性，光那堪比成人大腿粗的胳膊肌肉，就让人望而生畏。 最为诡异的是，女子全身露出的皮肤，都呈现出水浸泡过很久后的苍白。 “这么说，你追来是想要和我打一场？”女子下巴微微扬起，眉心紧皱，一头钢针般的白色短发被风吹得不断侧扬。 “你觉得呢？红坊主。” 另一个一身漆黑，手里握着巨大狼牙棒的人影，出现在她的对面。
CH0157,第157章 断流（一）,reward,，甄家……啧啧……特别是上阳九礼那个丫头，居然也在沿山，真想一口气吃了她，看看上阳家是什么反应。”叶凌墨微笑道。 以他的实力，踏入如今的北地，世家撤离，地域空虚，基本上是无人可挡。 此时不正是重建卷人府的最好机会？ 只要能把这趟差事办得漂漂亮亮，让无忧王也无话可说，到时候申请镇压北地，固守一隅，得到资源，也是理所当然。
CH0158,第158章 断流（二）,crisis,…坊主姐姐……”伞女继续哭。 路胜又晃了晃，哭声顿时停了。 “本来我是不想这么早来红坊的，但谁叫你看到了不该看的东西？” 他一直暂时留着伞女没杀她，不过是为了调查情报，同时验证一下自己在闭关时产生的一个猜想。反正赤极九煞功的恐怖阳性力量，瞬间就能烧死对方。阴阳平衡后，他的速度也大增，远不是之前那般笨拙，也不惧对方逃离。
CH0159,第159章 实验（一）,crisis,能将其瞬间烧成飞灰。 路胜端坐正中，开始整理得到的收获。 一样小铃铛，一样黑色的檀木长盒子，还有一块类似藏宝图的古旧卷轴。 三样东西都有阴气，路胜也是按照这个标准搜刮的，整个红坊里也就这三样阴气浓烈，其余的太过匆忙没仔细看，或许也有的有，不过没这三样显眼。 路胜拿起第一件小铃铛。“你来告诉我，这个是什么？”他看向伞女。
CH0160,第160章 实验（二）,crisis,好好提升一下实力。 到了这个地步，他隐隐感觉到，自己内气阴阳相合，肉身正被缓慢的孕育改造，一旦改造完毕，必将整体实力上升一个台阶。 只是这个改造速度太慢。在这之前，他的全部实力依旧和前面没多大区别，也就是极阳道提升后，身体硬功更强了，更能抗了。 他不知道这个改造需要多久，但反正阴气够多，尝试一下能否用阴气加速进度也行。
CH0161,第161章 实验（三）,crisis,有真正交手，他也心头没底，但光从气息强度上感觉，此人绝对比白僵强，而且强出不止一个档次。 “如果现在的我再面对白僵……”路胜稍微对比了下，眼神眯了眯。“顶多比他强出一点。”心头又多出了一丝紧迫，他快步走向萧府大门，正巧又迎面走进来几个气质不凡的中年人。 这几人中的带头者一见他，便连忙抱拳。 “鄙人黄秋元，见过路帮主。”
CH0162,第162章 实验（四）,crisis,，搭建新的红坊总部。 正指挥搭建得起劲，忽然她猛地转过身，双眼灼灼的盯着远处走来的一个窈窕身影。 天色阴沉，但那个身影缓缓走近，却让红坊主脸上不由自主的浮现出温柔之色。 “樱樱，你没事就好……”她快步走近，然后一把搂住伞女，一动不动。 伞女也浑身颤抖着，满心欣喜。但一想到之前路胜的约定，她没来由的，心中就闪过一丝阴霾。
CH0163,第163章 动作（一）,crisis,的阴气，似乎花得也不那么浪费。 “特效：火血。” 路胜意念移上去时，迅速得到了这个特效的具体效果解释。 “极度的活化，让自身的细胞，血液变得具有超强吞噬性和侵略性。能抵抗绝大部分病毒细菌，因为超强的活性，对毒素也有极强的抗性。若是为其他生物注入或者吞噬，将会引发极其严重的排斥反应。同时对内气也会有极大程度的活化影响。”
CH0164,第164章 动作（二）,crisis,出现变异般的扭曲。 他的胸膛渐渐长出一个个指甲大小的血红瘤子，密密麻麻的血瘤很快覆盖了巴掌大小面积。 然后血瘤处又长出两条血线，朝徐吹双臂延伸。 一股强大到比他以前不知道多少倍的力量，在其体内翻滚涌动。 校场中，两人僵持不动，徐吹被路胜一掌打在胸口，却仿佛黏在他手上，悬在半空一动不动。 两人周围，无数红色烟气环绕旋转。
CH0165,第165章 抢先（一）,crisis,背有些驼外，再没有什么老人的毛病。 “不能说，答应过别人，这事你就别问了。还是仔细考虑下我们这些老家伙的以后吧？”张武牙摆摆手。“要是再这么下去，整个武盟怕是都要分崩离析。那些世家子没有盟主，根本没法压服。” “管念的绿意队呢？” “被查出叛徒后，便解散了。”张武牙摇头。 “解散？怎么可能！”房间门外又传来第三个声音。
CH0166,第166章 抢先（二）,crisis,女回话，猛地往前一跃，整个人如同飞鸟一般，朝着下方楼阁扑去。 “什么人！胆敢擅闯武盟！” 几道绿影飞掠而来，手里各自拿着钢叉和长刀长剑。赫然是盟内职守的世家子弟。 但这些子弟一看到半空的红坊主，顿时面色剧变，丢下武器转身就想跑。显然看出了她身份。 嘭！！！ 楼阁前的地面被砸出一个数米宽的大坑。 红坊主缓缓从坑中站起身。
CH0167,第167章 吸收（一）,open,至破开蜕变期。而缩短破开的办法，路胜唯一能够想到的，便是丹药。 利用加速身体新陈代谢之类的强大丹药，来加速度过蜕变期。虽然这样的丹药往往都会有副作用，但对路胜而言并不在乎。他修习养生功集成的阴阳玉鹤宝瓶气，如今已经隐约感受到，自己会比常人活得更久。 回到帮中，路胜迅速回到书房，从书柜后面的暗格里，翻出李顺溪送的宝药图。
CH0168,第168章 吸收（二）,crisis,臂闪电般弹出。 啪！ 他的手笔直，有力的，握住老者的脖子。将其悬挂在半空。 “就你了。”路胜提着他，转过身，缓缓朝来路走去。手里提着的老者拼命挣扎着，但无论怎么催动功力打在路胜身上，都无济于事。 黑暗里射来一道道骇人的视线，原本都贪婪的盯着走进来的路胜，此时看到老者瞬间被擒，那些视线顿时如同受惊的兔子，转眼便消失分散。
CH0169,第169章 吸收（三）,reversal,帮主请说。”徐吹低头恭敬道。 “你带上足够人手，去把所有一直暗中反对我赤鲸帮的山虎门，里面的高手全部抓起来送到监牢。注意，只要高手，内家高手。”路胜叮嘱。 “是！”徐吹沉声应道。 他上次回来后，便已经彻底掌管飞鹰堂了。以他普通状态的实力，应对山虎门的高手就已经足够，更别说还有隐藏底牌。 现在的徐吹也能当做是个天元来用。
CH0170,第170章 吸收（四）,crisis,心游会吗？ 那个不断逼近的势力，之前姐姐抓着自己的断臂，浑身是血的回来，那样子一直到现在伞女还无法忘怀。 有多久没有看到姐姐这么狼狈了？ 樱樱低下头，心中再度浮现起想要离开的念头。 她不想让姐姐这么辛苦，心游会的力量慢慢在朝这里追来。他们躲不了多久，就算重建了红坊，利用那本法决密册建起隐匿法阵，他们依旧无法躲避心游会。
CH0171,第171章 半月（一）,reversal,。 他伸手捏着黑色玉珏，随手把玩着，又看了看那两颗云蛇卷心丹。 “威胁步步紧逼，这么紧要的关头，红坊主不闭关调整状态，应付大敌，为何非要四处搜索毁掉红坊的人？这不合情理。”他眉头微蹙起来。 “难道说，她根本不是在找人，而是在借着找人之名，找其他的什么东西？又或者是我毁掉的红坊里，少了什么重要的物事。所以她才四处寻找。”
CH0172,第172章 半月（二）,question,，心头畅快无比，在肉身强度足够的情况下，他完全可以通过无限吸收内气，来提升自己。 这样的不劳而获，比起辛苦打坐苦修，要爽快太多了。 “路帮主……！”这老者面色一变，还未来得及说话。 嘭！ 一道闪电般影子出现在她身侧，一掌拍在他后心处。 大量宝瓶气涌入他体内，构建阴鹤网，然后吸取反馈他本身内气修为。 一切进行得有条不紊。
CH0173,第173章 半月（三）,crisis,一把将酒桶甩开，木桶砸在石壁上，咕噜噜滚落。残余的酒水从桶口流出来，洒在地上。 他缓缓起身，胖得全是层层叠叠肥肉的脸上，露出一个怪异而残忍的笑容。 “居然让人闯到了这里来……” 肉龙庞大的身躯足足有两米多高，站起身来就像是一座移动的肥肉山，两只粗壮的脚掌嘭嘭落在地面上，整个宴会厅都在微微颤动。 嘿嘿嘿嘿！！他狞笑起来。
CH0174,第174章 半月（四）,question,自养生功，所以只要加以控制，就不会结成阴鹤网，从而单纯的起到修养生机的目的，这种养生内气有着很好的延年益寿功效。 所以他打算尝试给未婚妻清理下体内隐患，回头再回去给路全安等家人清理。 但内气刚一进入陈芸熙体内，路胜原本笑盈盈的眼神瞬间变了。 一丝诡异气息！ 他居然从陈芸熙体内，感受到一丝极其隐蔽的，和红坊主相似的气息！
CH0175,第175章 迫近（一）,question,地面上，就和金字塔一样，只是其主体都在地下。 “就是这里。”红坊主舔了舔嘴唇，眼里闪过一丝饥渴。 “姐姐……小心……”伞女小声叮嘱。 “放心吧，除了那几人外，偌大北地谁能威胁到我？你只要保护好自己就行！”红坊主伸出手，贴在粗糙冰冷的小城墙面上。 无声无息间，小城墙面上边融化出一个硕大的窟窿。这些墙壁其实都是用冰层做成。
CH0176,第176章 迫近（二）,crisis,在眼前。 只是距离不到一米，蜥蜴身上渗透出来的一股奇异味道便钻入他鼻孔。这气味如同最辣的辣椒，刺鼻辛辣，直入肺部。 “开始吧。” 路胜提起蜥蜴，仰头。 四脚龙被他抓在掌心，狠狠一捏，顿时噗的一下化为一大团血肉，红色浆液从他手指缝间滴落下来，落进他张开的大嘴里。 大量的血不断滴入路胜口中。他身上的体温也开始迅速攀升起来。
CH0177,第177章 伏击（一）,crisis,尖啸，接连从红坊主身侧划过。 光是武器带起的剧烈风浪，便将原本平静的河面炸得水花四溅。四人似乎组成一个奇异的阵型，将红坊主和伞女包围在其中，不断高速挪移着，不时的冲上去挡下红坊主的任何突围之举。 伞女在一旁看得焦急万分，但又插不上手，这参战的四人，最弱都是七纹顶峰的力量，她上去连黑膜也打不破，除了拖后腿外没有任何用处。
CH0178,第178章 伏击（二）,crisis,主眼神一冷，也闪电般冲向路胜。 嘭嘭嘭嘭！！ 两人合力，如同狂风暴雨般的攻势砸向路胜，但都被他精准无比的一一挡住。 轰！！ 红坊主眨眼被一刀拍中头部，整个人飞出去滚出老远。 叶凌墨在半空中，全力格挡了一下路胜的斩刀。 铛！！ 一道银线般横斩，他的双手利爪瞬间断裂，身体快要拦腰折断一般，狠狠砸落在河里。 巨大的水浪溅起。
CH0179,第179章 伏击（三）,crisis,“我，才是最强的！！”红坊主重新站起身，她周身都燃烧着赤红色火焰，那火焰是从她身体内部喷涌出。 “最强！？”路胜从石壁上，将自己拔出来，“不，我才是，我才是最强！！” 唰！！ 几乎是同一时间，两人同时消失，如同两道极光，猛然对撞。 没有惊天动地的爆炸声，赤红和无形的火焰相互纠缠着，路胜和红坊主的交手，远比之前剧烈得多。
CH0180,第180章 伏击（四）,question,一些黑色的皮毛骨头，和一个粉色的同心结。 从形状上，依稀可以看出，红坊主就是一头体型不大的白虎，而伞女樱樱，是某种类似人类的种族。 路胜照例上前搜刮了一阵，从红坊主身上找出了一本书。 一本很小，很精致，只有指甲盖大小的黑色书册。 “这东西……”路胜眯了眯眼，还是将其塞进黑包里。 这书上边倒是有阴气了，而且不是一般的浓。
CH0181,第181章 平静（一）,crisis,递给路胜。 路胜一一接过，低头应是。 “定当听从。”他一脸恭敬。 不过上阳九礼可不信他这副模样，这家伙可是连无忧府六纹主祭都敢捡尸体的狠角色，若真是表面这般乖巧听话，她还真不放心让其坐镇北地。 这北地她呆了这么久，还真把这里当作自己的地盘了。这里没人打扰，资源充足，要什么有什么。还远离了家族的斗争漩涡。简直不要太舒服。
CH0182,第182章 平静（二）,crisis,娇嫩，红坊主的性格暴躁怪力。两者根本就是两个极端。 “只要姐姐愿意，樱樱什么时候……都可以……”樱樱难得的说出一句流畅话。看得出她说得很认真。 怪异到底是什么，路胜一直心有疑惑，但作为鬼物妖魔的樱樱和红坊主还活着，或许可以从她们身上得到答案。 这也是他没有第二次下杀手的关键。 还有他一直想要弄清楚的，阴气的源头和成分。
CH0183,第183章 不笑（一）,reversal,后一位长老负责的城池区域。 “恩？”忽然他手一顿。 拿起来的一份信纸上，日期清楚的标记着是一个多月前发出的。而纸上内容却是让他微微眯眼起来。 看完内容，他轻轻将信纸放在桌上，手指指节不急不缓的在上边敲动。 窗外明亮的白色天光照进来，正好落在淡黄的信纸上，映照出上面的一行字。 “环佩城舵主叶红南，失联十三天，下落不明。”
CH0184,第184章 不笑（二）,crisis,的正堂里再度亮起白光，一切恢复平静。 一个端坐在主位上的人影，被灯光映照在窗户纸上，一动不动。 除此之外，屋内再没有第二人。 “救命……救命！！”忽然石屋外又传来阵阵脚步声。 一个浑身泥水的落难人跌跌撞撞的冲进院落，看到亮着灯的正堂，顿时大喜，赶紧冲过去。 吱呀…… 木门开了又关闭。 “讲个笑话吧。”声音再度传出窗外。
CH0185,第185章 不笑（三）,crisis,近卫低声道。 路胜眯了眯眼。 陈外务使和徐长老都是他才提拔起来的新高层，之前环佩城出现问题，他便将这两位派去协助处理。 却没想到现在已经过去十多天了，居然一点消息也没有。 “报。”此时另外一名近卫急速赶到，将手上的一份信件双手奉上。“环佩城急件！” 路胜伸手将信件接过，展开看了几眼。才看完信上内容，他面色一下便阴下来。
CH0186,第186章 不笑（四）,reversal,会被自然而然的吸收精气，夜不能寐，精气神流失严重。看上去就像是没睡好一般。” “哦？？”路胜忽然一愣，他似乎在什么地方看到过类似的样子。 是在茶帮。 他回想起来，那面镜子…… “你有没有听说过，一面背后刻着凤凰，狐狸，和猫的镜子？”路胜缓缓轻声道。 “凤凰，狐狸和猫？你……不会说的是一面琉璃镜吧？”红坊白忽然睁大眼睛。
CH0187,第187章 不笑（五）,question,里也不时闪过一丝恐惧。 颜开没和他争，他看得出，这个师兄是曾经被朝龙吓破胆了。但他见过路胜，知道此人如巨枭，行事肆无忌惮，极其直接残暴。加上此处也在北地境内，在这里要是惹得这位路大帮主不高兴，那结果不言而喻。 真要这两位对上，他不觉得路胜会输。 “不管怎么说，这两位都是我们惹不起的大人物，不要去招惹就是。”颜开低声道。
CH0188,第188章 不笑（六）,crisis,笑话，把他逗笑了，才算过关，不然就见不到第二天的太阳。” 路胜摇头笑了，左右看了看。 “你们信吗？还有这种传说？” 宁三倒是认真考虑了下。 “属下认为，极可能是真的。这不笑主人既然传出了这样的规矩和名声，那就意味着，必然有人从他手下活下来过，所以才有这传闻传出来。” “有道理。”路胜点头。 周围其余人也都纷纷点头赞同。
CH0189,第189章 不笑（七）,crisis,身子发抖，浑身发冷，那是纯粹的胆子小。靠两人是靠不住的了，还得他亲自来。 看得出路胜还是对待他很温和，还算念旧情，那么此事就有转机。 “其实不瞒胜公子，我们是跟着一个从外地来此的危险人物，来到此地。”颜开正色道。“在下师兄万和子，接了一份调查这人的悬赏，一路从东面跟来，却没想到他们也是为了这不笑传说，特地赶到这小镇。”
CH0190,第190章 不笑（八）,reversal,……千年前鼎盛时期的大宋，盛行使用的古宋体。”路胜站起身淡淡道，“不过这个古宋体，用的是繁体……只有祭祀的时候，才会使用繁体，平常时候，不应该用这样的字……”他面露疑惑之色。 这欢喜村，似乎不只是不笑主人一个怪异这么简单。 “难不成，这个村子根本就不是给人住的？”宁三嘀咕了句。 路胜听到这句话，忽然脑海中闪过一个可能。
CH0191,第191章 不笑（九）,reversal,赫然是万和子，他手里还端着一个破瓷片，正放在嘴边似乎在喝水。 “你怎么一个人过来，蓉蓉呢？”万和子疑惑问。“刚才雾气一下子全散了，我进了门，看到这位兄台正在屋子里喝水休息，便讨要了点。然后就听到外面传出声音。” “原来大家都是避雨的啊。”那疤脸汉子也是恍然，“若不嫌弃，就都进来休息下吧，这屋子虽然脏乱，但好歹不漏雨。”
CH0192,第192章 不笑（十）,crisis,只是两个血洞，黑色的能够看到身体里面的孔洞。 董琪浑身一颤，手里的短刀差点没能握紧。她脸色发白，浑身发冷，身上汗水迅速打湿内衣。 缓缓退后两步。 啊！！ 她突然尖叫一声，猛地转身朝着大门跑去。 门外，院落正中。 路胜缓缓握住插在地上的刀，站起身。看向身后缓缓走近的高大身躯。 “等你很久了，朝龙……” 身后那人微微一顿。
CH0193,第193章 通道（一）,crisis,来吧！杀了我！你能办到的话！！”他大手猛然朝落地的绿光抓去。 哧！ 又是一道绿光划过，路胜抓了个空，代价是手臂上也多出一道伤口。 但诡异的是，他之前胸口的伤口，此时已经愈合得差不多了。 这次手臂中招，伤口上同时溅射出暗红色和金色火光，那不光是高速摩擦碰撞产生的高温，还有阴阳玉鹤宝瓶气本能的反震，配合血网高温带来的灼烧。
CH0194,第194章 通道（二）,crisis,人知道是我杀了朝龙。”虽然不怕，但少些麻烦也是好。 路胜缓缓走到董琪身边，这女人被碎石堆埋到废墟里，已经奄奄一息了。似乎是内脏出血之类的伤势。 路胜想了想，还是没让她死，这女人是个人才，能够一人之力将茶帮打理得财源滚滚，就这么死了也怪可惜。 他伸出手，按在董琪额头上，一丝丝的阴阳玉鹤宝瓶气迅速渗入其体内，看还有没有救。
CH0195,第195章 决定（一）,crisis,路胜心头并不后悔。 北地还有很多需要处理的事，他想要为自己打造一个绝对安全的窝，一个强大的家，一个能够在自己受伤重创时，也能隐身修养的大本营。 在这个混乱危险的世界，这样的东西要想建立起来，无疑是需要强大的武力和势力。 “下次吧，等我把三圣门什么的全部弄清楚，总会有再进去的机会。”路胜看着空空如也的密室，面色沉静下来。
CH0196,第196章 决定（二）,question,生的她实力弱小得和小孩差不多，加上吸收的怨气太少，还要大部分给姐姐，其余的也全用在长大形体上了，此时的她压根就是个普通人，顶多就是步法轻盈，跑得快点而已。 看到小伞女在那嘿哟嘿哟压衣服，路胜也不是故意要折磨她，而是如今他秘密越来越多，普通的侍女已经无法满足他的需求，索性就让小伞女担任这个位置。反正他也不可能放伞女离开。
CH0197,第197章 决定（三）,crisis, “重伤？”路胜一愣，赵娇娇的实力有多强，他是知道的。天元实力，加上被他种下阴鹤网后，更是进步飞快，只要再过几年时间，她就能突破天元，达到新境界。 “带我去看看。”他沉声道。 “是！” 玉莲子带着路胜一路朝着赤鲸号下层，船腹处走去。那里是赤鲸帮生活区，居住着大量的帮中成员和高手长老。 几人匆匆来到一处满是药味的船舱房。
CH0198,第198章 决定（四）,reward,批量生产来赚钱……”路胜视线缓缓从眼前的一溜秘籍上划过。 “玄光定神掌”、“大日流沙剑诀”、“还圣功”、“金风玉露决”、“蓝风玄武勾”、“八门皇拳”、“云煞掌”…… 一门门凝神绝学，名字都取得相当霸道，明显都寄托了创功者极大的希望，希望能够如名字一般强霸纵横。 “可惜……连天元也不过是俗世中较大的蚂蚁。”路胜微微叹息。
CH0199,第199章 偶然（一）,crisis,转了一遍，消耗了少许内气，坐下休息数十息，再站起身，肌肉的酸麻痒便彻底消失了。 “再来！” 他再度开始按照明虚功的步法练习起来。 这练功步法有些怪异，怎么别扭怎么来。路胜腿部肌肉麻痒了五六次，反复用内气急速恢复愈合，这才慢慢掌握诀窍。 明虚功的心法和用力诀窍也很别扭，非要朝着使力最艰难的方向用劲，稍有不慎就会扭伤脚筋。
CH0200,第200章 偶然（二）,crisis,路过这里。数十米长的身躯仿佛史前巨兽，带着恐怖强烈的压迫感扑向远方。 巨狼转瞬便消失，没入远处风雪中。 路胜目送对方离开，沉吟片刻。 他忽然轻轻抬起脚。 轰隆！！！ 地面雪地骤然炸裂一道道裂纹，大片的雪粉炸开腾空。 以路胜为中心，方圆十数米急速蔓延开大片蛛网般裂痕。巨大的反震力带着他冲天而起，朝着白色巨狼方向紧追而去。
